index,xp,yp,xt,yt,xm,ym
82,34.629854644568596,-5.47908128233638,9.517345,6.4833107,21.754332666592575,-35.42785180576552
83,51.102750603026266,0.14834406266569183,12.171323,9.82005,54.056712590061146,-36.70967752903307
84,27.74913451122901,4.961597873690997,6.7503,12.174885,40.32441313128164,-15.702366608990474
85,-16.03283248513699,26.478496887176544,-13.971181,-1.2823591,34.70091928364047,38.56147510640388
86,-2.2139709765935374,-4.678247620551443,1.0203726,0.85790193,-9.233674658874266,-4.67825982352273
87,-0.7921874304464361,24.210374234893315,0.28182974,1.691958,23.712980353145277,15.349711501607693
88,-7.448026233606769,10.388174416928244,-0.20513165,1.5286294,-2.0661699351374345,8.734657604627442
89,3.7476532023170517,-2.2004340664027184,2.17564,4.6913605,2.7420502743756514,-5.24485554337412
90,15.85502979322517,-16.926198046102154,4.0749617,3.0678678,-8.443563053003773,-25.49103973068674
91,14.458562348878797,-12.020138085402001,3.2822578,5.179949,3.198118444356859,-19.546814088553106
92,61.948620953730625,-6.224566500894754,9.571265,10.0202875,29.842534647090673,-61.473666093902885
93,27.972567631275997,-2.609650465452762,5.0610156,5.996114,24.310674008379227,-25.446010286839044
94,46.72438470021914,-25.75877175913933,9.506228,7.5899086,-5.234067991204705,-65.05374173719913
95,101.47816992008661,74.37312898660802,13.267606,13.29778,123.60064384132441,-38.776825470847086
96,63.31180320015611,-31.456520813131352,9.817884,8.210441,13.332085231156126,-74.22238343451495
97,23.455066687796716,-27.905985918463045,4.6786423,6.756345,-4.079932193236023,-39.15318062013754
98,51.53616647319526,-17.69420886194979,8.9121475,9.495185,25.243274009722256,-56.639657032550474
99,-0.4535065106214867,8.39645100098127,1.3651397,3.086742,5.652205197824497,3.336508849210474
100,14.915852298864364,-27.82576874165127,4.983748,-0.74673283,-14.60746178999074,-32.064983984002744
101,24.329545371724866,-17.56015455035612,5.0430536,2.7554781,-9.701184156423635,-36.88548050456853
102,8.257217121516504,-20.033266187679963,7.6069813,1.0499884,-3.7608857368050033,-21.06212827585203
103,-4.86043171437702,2.1546629075046146,6.3927402,-0.6911109,10.628227432969238,7.497424250311272
104,69.83860919283904,15.099183060924162,11.422614,10.919577,57.422663086603045,-52.03331493583636
105,-15.211961584520997,-10.186239649637082,-4.6957574,-1.9476233,-25.89171839268892,3.199983593840583
106,26.039269152355743,-6.044121996158383,7.164666,5.456141,27.460620483292598,-21.884238954078473
107,58.44354718575693,8.234118794598787,12.3733425,10.363203,52.900017576027864,-43.58547075763752
108,20.075178418152536,-6.111534200820529,7.166223,1.2961566,16.07122273906628,-19.2842720310535
109,19.045364886995984,-4.8351644550214505,4.0154667,3.8293602,7.727408250763078,-19.9195977089344
110,18.616933859937934,-3.0873674563415863,3.6761215,5.523659,14.06802934436352,-16.538295494285226
111,60.074657555302544,-10.492476977235963,9.205133,10.742985,26.833085995282783,-63.935655507722394
112,-1.2802903153784635,-1.33470276442639,7.1178017,-0.8908422,30.687628114926902,11.496161276501072
113,25.969402759681703,-1.1300624829925603,7.280492,5.3031707,15.772270633353674,-26.53176464617991
114,70.22592111211463,5.521012501705747,10.704885,11.784594,54.23749636534243,-59.567762606012145
115,375.4471568615329,126.31348524400502,12.9616995,13.979302,374.63052769486023,-159.45743012934196
116,35.77761322289925,-2.4419396072475883,7.8094683,6.887207,21.10763259219066,-31.70043724754614
117,40.97951018032409,4.590805968727146,10.704959,6.0966473,44.46894555878681,-27.55863754236214
118,-8.948786397629267,2.297322034358776,-0.95701945,-4.8844123,-1.5448625767411244,9.196358980134077
119,2.350264949510956,5.3013189117950885,1.4700072,2.8170953,1.7472583660107988,-0.5769678959377399
120,6.004425834340071,16.228581747214314,1.0452611,2.3769648,15.721645653537665,2.8209390162912347
121,69.5847130066243,-9.406571407817985,10.213265,10.480991,35.58073674850718,-66.31471907448793
122,43.501920185749455,8.882738340839396,11.240715,6.112666,52.15237935925693,-24.688457981583458
123,28.983310428462147,2.0079501470795553,5.6633744,4.9976,13.157619825520824,-28.11165146566387
124,11.618319162076181,-1.1922936499591101,8.730209,2.0716105,25.58535592171247,-5.391577067371871
125,1.965696785125458,0.7135524122185866,2.379994,1.0481046,-25.536916885376826,-17.520211745412098
126,9.087173065209065,-15.46582063597375,3.8169713,3.6872478,-9.340753663994546,-17.60873180603067
127,42.16184385443927,-9.712672572826394,8.8917055,7.0256987,11.999416084709313,-44.750644411720145
128,49.053425616371534,-22.412733585663723,8.6282425,8.207591,7.500699482598097,-57.44807428311709
129,20.073260564369047,-8.743033744850639,4.947812,3.3372598,-9.54449314318388,-30.349084004119387
130,-9.615470890187057,11.376241373106891,-1.273353,4.8700767,24.041020405675113,22.291099421597146
131,-0.2438078909249447,-16.011750569699714,4.2775865,0.51605874,-10.615936956618437,-9.384117191940783
132,29.517591099168122,5.6930138193113535,8.078169,6.2299843,25.315810310545345,-21.78789098191669
133,42.0152766787561,-13.210224003443876,8.741485,8.053265,17.5120362314017,-43.00608131090249
134,27.852846766385973,12.79077961654996,5.293705,8.820282,45.31392183062657,-9.570403208951246
135,63.84814715591811,0.1885803570161104,10.689985,10.603245,39.97517185288755,-55.76410258943363
136,47.906880637157734,-19.47690904419565,8.436758,10.032746,15.72983236251451,-57.10360344244562
137,39.041546245966,-19.702429814974295,10.749079,7.8076696,5.884858080634836,-48.24591180426796
138,40.56773168849089,-12.439618967947903,8.285484,9.052766,19.190813995109263,-43.03787240482788
139,35.44335006131963,-38.07020337139307,9.5707245,4.983053,-16.486801570562733,-57.64111786555808
140,15.546292842707302,-22.989461393957786,3.8950582,5.9730096,-3.397922151092152,-28.750982200696555
141,97.68431087655172,22.656668455978064,11.740311,12.758127,77.28246656632535,-77.012925472205
142,56.51290053055113,-33.391795748719055,9.861906,5.322119,-6.045011179128182,-76.30922124987686
143,71.28073551768689,31.548208393209975,12.26843,11.64851,75.65214612816537,-35.04495271336317
144,6.186552588328634,-5.917206385775753,2.8645935,5.623823,8.55958410777697,-7.748489341975685
145,34.206475208564,-24.93636131583226,11.396809,7.584271,-5.011028561493526,-53.84468183646736
146,56.28892128252978,-12.562132755016599,9.280515,11.125612,21.479050122737977,-58.22904573168262
147,5.306241239041553,-2.8524949497494765,7.448786,-0.14870164,23.43002511793915,0.394621816593337
148,14.54378354810293,-4.106129578989581,7.8797345,1.3948121,18.84614784401274,-12.458141617729588
149,15.50908791617073,-9.471619705119018,8.999463,1.9461613,-13.431351236611437,-29.471183679040585
150,26.46491016442092,-22.67440433377855,6.9414663,4.07494,-9.28893613476358,-39.93755392891813
151,3.550601881737116,10.092733994260621,0.74644977,1.3014175,23.151958600862795,6.086322055729401
152,5.731814236498518,-0.24232391571584672,2.2005134,3.3044055,-2.7673391517821453,-8.468371375294288
153,5.6222610616484054,-2.5418913064755,2.6204236,2.8681347,0.7446866181343218,-7.093827497206551
154,-10.306473928896793,13.785799263490938,-1.205459,4.354654,12.996102422789628,17.794692619297663
155,23.986130051000195,-21.181630912592993,7.4311566,3.772273,-19.26901783177225,-43.70242270114271
156,46.029743123224726,-6.810687673280634,10.647297,9.188657,30.55422872688308,-43.19210118480428
157,5.931448769685622,17.421003677706473,0.1655536,5.469826,33.43018114589623,11.115291821330825
158,21.239739395370137,7.7398949196853195,7.2875314,2.7937186,-21.21883263354803,-36.83880706459052
159,19.440084610703963,-13.445366612433917,5.0902166,4.749404,-24.30164609039273,-37.4341470133421
160,50.19029492652091,-20.376731384941472,10.634533,8.171888,12.581925319891715,-57.56495977486376
161,18.640640281971006,-7.421403057460659,6.109148,3.364876,-18.812466260223726,-32.44364913361673
162,70.50250070369978,-30.91546077253349,12.960334,6.692592,-14.624474246446276,-97.0063443994985
163,82.97998573999874,-32.94164347701196,12.801025,7.1377864,16.870589357356693,-94.0098243952737
164,-6.541414508292779,9.572856405870459,0.60288304,2.785441,1.3475614766131203,9.30438829149335
165,56.50358315540415,-8.399101996628048,11.440758,8.902864,28.28752921396685,-56.67489201892393
166,9.825900808318888,-0.024351545189575913,7.346759,0.42496294,17.641319782315257,-5.7410624805189325
167,-2.407753360711022,-36.268159524985755,2.9018867,0.062262345,-53.542113080149356,-28.9314720348898
168,59.0085726538687,-44.57867384773907,10.269707,7.0471168,-4.3953185265812715,-78.92055193836441
169,-12.516517499222314,8.66055437635931,-1.3025651,4.4334016,20.026593957567897,22.43695720988741
170,0.4732418150627888,-11.859216692013673,2.8529983,2.3777933,-17.460279661135772,-11.926930990227097
171,6.54622983270435,-41.35497403049311,3.040318,-1.3523788,-37.290981891051636,-33.50661149344505
172,-7.764736098459801,-4.403009271751409,-1.4604892,3.1594484,-21.039963010966986,-4.874582210537125
173,-5.0102703415113945,-10.189198872444756,2.4782727,0.75889826,-43.62848073275265,-17.65648292866656
174,-7.460580150286703,1.189640382543492,-1.7828281,1.8013601,-20.30715322880852,-1.2485163518530378
175,20.679140879834005,5.776567121172597,6.881123,5.5304914,26.741509066833487,-12.28330199737692
176,15.373756505778317,-16.824451764659646,5.8036113,2.1463,-9.87661199229415,-27.989959489509474
177,29.69911891022715,-22.267018785481454,6.504783,3.9285169,-18.285215274478013,-46.01304855638694
178,35.025022199671746,-6.205851082648789,8.797609,7.0829635,13.239217698950474,-35.51139895132381
179,30.331340514148557,9.310142813644493,7.1377053,12.263803,-23.11807726421403,-54.76157916028865
180,-14.058449932535916,46.546602726926444,-13.999363,-1.2733355,38.87064569574806,44.01917178316101
181,12.304114685259108,-18.54443422920351,4.8247094,4.444518,-19.455816654793548,-27.38441214592921
182,43.12265432667439,-19.34966638278862,8.051934,10.445173,3.653978075425184,-58.76247927348651
183,49.10263687464926,1.0582527482075537,8.3801775,11.557865,46.4039098815784,-40.230171881335096
184,33.03722452217406,-30.30641629363164,7.18626,8.454569,-0.13851536168211628,-50.96460293861955
185,48.64936020886888,-29.786335771175317,9.141654,8.413082,8.000046784094996,-59.429296438959405
186,39.29982560320408,-28.845880287575252,7.810658,4.548415,-9.175065873219955,-54.22288731588391
187,7.002021616092161,-8.274275306289688,7.359151,0.41884255,13.38869342411668,-7.5642600527547295
188,51.632175938601705,-13.59890861766258,11.16675,9.021551,31.96603599112456,-52.60124273951136
189,49.281482994816166,-11.014569211254482,7.0597334,11.401556,16.254729943003767,-54.092537604267434
190,5.61549543464293,9.488310031291514,-0.45527834,5.357881,37.55146156871657,10.95759062876142
191,40.88645299428259,-13.271617738286945,11.347383,7.3922806,-1.184323600278053,-55.56651121207035
192,94.5617724849773,42.14958039856727,13.124246,13.161944,95.773379369419,-53.16451286179989
193,18.879019117556076,-20.794172352252914,6.066834,1.4254632,1.1613721502384355,-32.38237268654913
194,10.393030914753034,-19.78061497974903,4.8836346,1.3536729,-10.231629694150573,-21.813266678505723
195,27.900591210359345,-26.76025497715671,9.236347,4.659725,-15.395397618116691,-48.105035235346314
196,32.696496747389475,-5.697700816265179,6.0195985,4.91764,2.383337181577917,-41.5431132339597
197,97.90816579914737,17.414544373947653,10.828574,13.464941,98.49796908129977,-78.27580115428523
198,17.376682801760996,-17.134897309951082,7.0099726,1.3906411,6.634727248641132,-24.940396284102693
199,15.507988566557882,-15.573032572136938,5.033318,1.8040504,-0.5521444603601929,-22.366945852572176
200,15.146344278022514,-0.4335188522381713,8.506388,0.14021145,29.14314084103577,-6.665887355270943
201,68.6037148266574,13.016504653306056,10.474587,12.572451,71.13777711562757,-48.60297538448596
202,82.9422869119314,12.37075938661436,11.07384,12.656562,69.36605172749162,-67.2136044649533
203,11.959020701904185,-24.530268605931347,5.4740934,3.3559985,-28.29155129653085,-30.99903173990504
204,-4.2679409676880935,1.2172426599783992,1.6238344,1.5129484,-9.892546001114999,-1.4191421603117993
205,82.77673927324416,7.5532619917722,11.004304,11.970617,56.80585335426055,-70.62378433278447
206,62.28591007118337,-7.556861610264686,7.214295,9.868374,11.905243383579492,-76.45128266591311
207,55.18344294311956,1.7718047598255442,11.002216,9.85608,40.20615825422381,-46.38745873621265
208,70.48268828122303,-19.61915711631227,9.901512,10.130034,30.50120617500434,-73.63249045215186
209,-8.528387778979004,11.818860789656533,-1.2864298,4.581,17.93166278412009,17.418945950189794
210,-33.158404834919274,22.705621109372746,-10.05301,-6.42564,-7.15965834345012,47.14078220727446
211,-24.056898947797727,-4.029669747283787,-5.5777264,-2.373809,-25.89146726923353,15.815057895525875
212,-28.195596131369456,7.514443084844624,-3.329866,-7.942829,3.7951771111400494,32.21549701608606
213,-31.745303742882452,3.989137955554908,-7.4740868,-4.3700137,-34.65033687522004,29.34083095157413
214,-36.238988124665774,5.376408672682122,-8.076791,-7.2854424,-8.576391047479264,37.23144352220624
215,-45.36598898535561,26.511787118112505,-10.521113,-9.271277,10.41078593593433,61.33150654100094
216,-34.32363400747789,3.572170282751862,-4.129052,-9.6512375,-9.340721695819907,35.25421863196632
217,-29.20257201488975,11.648766493769097,-12.507961,-3.362767,-24.9065471129388,34.16233815678402
218,-32.2931578873273,8.024619030734819,-10.551205,-5.5804305,-18.70726164642581,32.710384784382995
219,-18.58315422168224,-15.392562454763537,-1.249313,-1.1435833,-37.24053909509147,0.7437081827518939
220,-37.88767711235044,11.78207656115077,-7.549808,-10.348571,-13.553205198102395,43.00886192318929
221,-25.025833529170185,-9.048786796273964,-4.2245803,-4.0204825,-34.56765533031241,12.746637860900806
222,6.029189586767391,-1.5277975960744028,2.628087,5.5183992,10.382875107070795,-5.303831543904855
223,-10.806806371247415,-36.856527355214546,1.1083893,-2.3342876,-42.676167349559236,-16.264925396451154
224,7.481767786710709,-61.40101600327888,3.3202515,-2.1418097,-48.08100514649865,-44.35726108221208
225,-18.629505263048554,-13.154715546692902,-1.5880775,-7.1710453,14.948069506009457,21.06272289608848
226,-12.776079240882503,-10.900406939450567,-0.34271023,-5.5754395,15.102261025265623,14.382747082199394
227,-17.981051979534897,-11.477902083145162,-2.3615806,-1.5773501,-20.04113855409143,6.675567430354974
228,-38.23785803384303,20.531237363313885,-10.789761,-10.028212,8.941031748686768,50.69568005671221
229,-39.613913680702844,13.514229163663938,-11.267092,-5.6826777,-8.433097416689629,49.480675707097404
230,-21.125305251560185,-20.638382746030217,-0.7829557,-3.4308197,-34.102398680028664,2.7091729563745868
231,-25.188972313480168,0.6745108730439571,-4.346626,-8.381405,-6.0190195661807016,22.916228792430015
232,-34.52127648749052,10.595884493210272,-9.522681,-4.1992483,-15.014375844578659,37.29126730144456
233,-41.63562944029207,18.97307038856354,-9.050082,-9.330287,0.2893274558854128,51.67860320505622
234,-26.043598516884988,22.24177321451054,-12.8153515,-8.763198,10.699883146680767,38.06845552671403
235,-34.02008278562694,-15.82487993046608,-3.8618453,-0.43860254,-36.85539523296927,18.239863800896373
236,-16.813601372147204,-19.54510239550032,-0.3546258,-3.34974,-22.562640627809905,1.968548255603034
237,-16.255558185210948,-10.797087743808154,-0.42754242,-5.475789,4.941878490260775,13.747958408832039
238,-7.622481537272807,-14.345791282680997,0.17638174,-4.1495357,-23.381555842325856,-7.2174998810790445
239,-29.788465216525868,1.0251529494421563,-6.5163054,-0.39350793,9.135204928700448,35.441005318834534
240,-41.673937713764396,5.385243313005961,-5.9033785,-7.3837686,-15.992725245380901,43.35992040805763
241,-20.60434528862437,12.999433649575604,-4.8389835,-10.219539,-2.7751251827736283,23.75155633994579
242,-42.05657017978588,19.668327930356174,-11.800273,-4.943298,-28.691341633026887,52.297987390031494
243,-41.94010431879196,11.562197998666646,-8.370004,-9.433764,-1.8965516618349725,47.886567152034395
244,-15.409301821346448,-9.878227984142478,-4.154195,1.0761702,-28.54116189196228,1.6023328599095987
245,-28.97018335782622,-2.656196234835449,-2.7905853,-7.696085,6.402491994599268,30.094484725460273
246,-25.55974354638718,9.804616039239285,-6.031304,-9.593969,3.7173466924200986,30.85970754395726
247,-34.27976137979379,11.6232616439971,-9.168172,-5.881034,-22.78306403339764,35.70431664475326
248,-32.63038109268454,6.2634547958243205,-4.1614966,-8.785375,-2.436319733377485,35.13070071440797
249,-30.948776042385013,7.634039003161253,-7.8300653,-4.7251754,-25.421042512031654,29.76526499575855
250,-41.650318777186435,17.032644357893755,-6.3191547,-6.5011997,-4.0716178588215115,53.0471221018824
251,-32.137341850777894,8.203340348143938,-5.619257,-4.4121184,-44.72644304008491,31.29333416155018
252,-30.79959501687948,-7.819447634526512,-4.774463,-4.5180783,-48.69072685817528,18.51860736363727
253,-6.4198594811352,-15.723510233736592,1.2531885,-3.2443225,-10.529609653641739,-3.267260785684516
254,-12.529070283880786,-29.082759413861712,0.084025726,-3.1021993,-32.067093195079366,-8.64248171779892
255,5.573864899224923,-8.683356469808942,3.8892207,1.9165213,-8.764164371188205,-13.007105823283405
256,-19.28548591148166,-1.67286464800384,-3.5890102,-4.349672,-10.620621702047638,14.925030059094494
257,-36.80869765413402,-3.332823568286819,-4.9263287,-4.3970904,-51.01069376915753,27.021282439716465
258,-36.82595195717264,13.394160158782546,-9.148596,-3.4750998,-26.195529201290345,39.26811853627657
259,-22.166221130154366,-14.947815567663014,-2.4637494,-1.698306,-31.37107203444155,6.774254039817419
260,-28.43151583498607,-2.8555541009528165,-3.3598382,-2.2823138,-18.182398293879924,21.61522785033705
261,-12.477561670837128,-30.44151647872678,1.0656805,-1.2561901,-39.06384449750271,-11.376399349748272
262,-40.003780227497785,20.490697309736113,-9.426165,-8.212746,-9.681208320326963,48.83152363975436
263,-45.00232469430607,22.460849198366866,-6.794134,-7.14421,-6.3403327638742475,59.621731567580824
264,-30.11741600444739,-12.356501818133204,-1.9436804,-7.8446937,-43.50223057535359,15.68790737842428
265,-28.15278533175981,10.716954102752004,-6.572037,-4.198997,-15.255727490270534,29.415263998692605
266,-32.77566319612528,3.589463019645748,-5.7289634,-11.192974,7.481983184824553,39.87299341920443
267,-26.128529214383864,-2.7957573955099635,-4.376851,-3.8007295,-25.850591345509038,18.576439002402306
268,-22.909269033908938,-3.7847071567775994,-3.8923166,-2.860201,-22.956135517427263,14.378103045504474
269,-37.514781244361075,27.328934084396852,-11.109706,-3.653503,-23.98983976232287,53.02246511211899
270,-27.267770441309146,-8.726462550976926,-2.1699767,-7.493438,-32.263593351718534,17.028040242222122
271,-28.668018758943756,12.356497628754767,-9.601583,-3.2914398,-23.378412801282515,30.62256459659673
272,-35.765143720530894,11.688363789902189,-7.280068,-9.840866,-6.943071712795189,40.74182247788209
273,-38.210953712258366,9.86371470931236,-5.833227,-6.88778,0.1902855576686782,45.26805775653473
274,-36.950158733454856,14.802220348532224,-10.059125,-3.3864443,-31.576818777333326,39.68051613086909
275,-15.597740155902109,-9.520564180582964,-0.7920984,-5.0750165,-12.360130517517925,7.557907836731721
276,-32.00527834172339,9.890657652959396,-7.881792,-4.3956327,-31.10673084775253,31.780438128910152
277,-24.04009405174202,-11.343599129818344,-1.5651293,-6.7004514,-42.244785802352034,9.4122806179778
278,-43.40135962004365,8.068566309882426,-7.1121726,-7.6482477,-18.0042795563841,46.474276246665035
279,-20.93458714184957,9.338176783753354,-13.088322,-3.2751014,13.368939034444384,29.29349877332692
280,-30.5526159450199,6.747745676916672,-5.99122,-10.379857,-8.28417333317749,31.32155790813249
281,-17.780642420966476,-10.259067296649404,-1.9706992,-6.4195757,-11.059286482705188,9.730323409571545
282,-26.95829710105618,-2.4551545965952917,-3.3866022,-2.1098194,-28.42744197411484,19.176561904777262
283,-28.170931830269485,-0.5157611520906897,-5.2475004,-11.327422,-0.7337651128400801,28.979442059641606
284,-23.58718550527598,-4.765255943624529,-4.1539125,-3.3777,-27.883655467762942,14.315763931442929
285,-17.306185233514235,-11.968544617373436,-2.2010877,-1.8310957,-21.001705077477943,5.588824270715351
286,-20.624107957968942,-9.36396337715833,-4.205777,0.20361896,-16.178029369332457,11.654409069779296
287,-37.816900828342455,28.27536377046662,-12.170492,-4.700043,-4.107380957212509,59.50425168153647
